"Gender","Heart_Attack","age_group","bp_group","bmi_group","cholesterol_group","Confirmed Heart Attack Count","% of Heart Attack in Group","% of Total Population"
"Other","No","Adolescent","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Overweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Adolescent","Elevated","Overweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Elevated","Underweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Normal","At-Risk","0","0.00","0.02"
"Other","No","Adolescent","Healthy","Normal","Dangerous","0","0.00","0.01"
"Other","No","Adolescent","Healthy","Normal","Heart-Healthy","0","0.00","0.04"
"Other","No","Adolescent","Healthy","Normal","Very High","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 2","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Overweight","At-Risk","0","0.00","0.01"
"Other","No","Adolescent","Healthy","Overweight","Dangerous","0","0.00","0.01"
"Other","No","Adolescent","Healthy","Overweight","Heart-Healthy","0","0.00","0.02"
"Other","No","Adolescent","Healthy","Overweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Healthy","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Adolescent","Healthy","Underweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Normal","Very High","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Overweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.01"
"Other","No","Adolescent","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.01"
"Other","No","Adolescent","Stage 1 Hypertension","Normal","Very High","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Adolescent","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.01"
"Other","No","Adolescent","Stage 2 Hypertension","Normal","Very High","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adolescent","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.00"
"Other","No","Adult","Elevated","Normal","At-Risk","0","0.00","0.04"
"Other","No","Adult","Elevated","Normal","Dangerous","0","0.00","0.03"
"Other","No","Adult","Elevated","Normal","Heart-Healthy","0","0.00","0.08"
"Other","No","Adult","Elevated","Normal","Very High","0","0.00","0.01"
"Other","No","Adult","Elevated","Obese Class 1","At-Risk","0","0.00","0.01"
"Other","No","Adult","Elevated","Obese Class 1","Dangerous","0","0.00","0.01"
"Other","No","Adult","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Other","No","Adult","Elevated","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adult","Elevated","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adult","Elevated","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Adult","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Elevated","Overweight","At-Risk","0","0.00","0.03"
"Other","No","Adult","Elevated","Overweight","Dangerous","0","0.00","0.02"
"Other","No","Adult","Elevated","Overweight","Heart-Healthy","0","0.00","0.06"
"Other","No","Adult","Elevated","Overweight","Very High","0","0.00","0.00"
"Other","No","Adult","Elevated","Underweight","At-Risk","0","0.00","0.01"
"Other","No","Adult","Elevated","Underweight","Dangerous","0","0.00","0.01"
"Other","No","Adult","Elevated","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Adult","Elevated","Underweight","Very High","0","0.00","0.00"
"Other","No","Adult","Healthy","Normal","At-Risk","0","0.00","0.10"
"Other","No","Adult","Healthy","Normal","Dangerous","0","0.00","0.06"
"Other","No","Adult","Healthy","Normal","Heart-Healthy","0","0.00","0.21"
"Other","No","Adult","Healthy","Normal","Very High","0","0.00","0.02"
"Other","No","Adult","Healthy","Obese Class 1","At-Risk","0","0.00","0.01"
"Other","No","Adult","Healthy","Obese Class 1","Dangerous","0","0.00","0.01"
"Other","No","Adult","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.02"
"Other","No","Adult","Healthy","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adult","Healthy","Obese Class 2","At-Risk","0","0.00","0.00"
"Other","No","Adult","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Other","No","Adult","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Healthy","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adult","Healthy","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Adult","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Other","No","Adult","Healthy","Obese Class 3","Very High","0","0.00","0.00"
"Other","No","Adult","Healthy","Overweight","At-Risk","0","0.00","0.06"
"Other","No","Adult","Healthy","Overweight","Dangerous","0","0.00","0.04"
"Other","No","Adult","Healthy","Overweight","Heart-Healthy","0","0.00","0.14"
"Other","No","Adult","Healthy","Overweight","Very High","0","0.00","0.02"
"Other","No","Adult","Healthy","Underweight","At-Risk","0","0.00","0.01"
"Other","No","Adult","Healthy","Underweight","Dangerous","0","0.00","0.01"
"Other","No","Adult","Healthy","Underweight","Heart-Healthy","0","0.00","0.04"
"Other","No","Adult","Healthy","Underweight","Very High","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.01"
"Other","No","Adult","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.02"
"Other","No","Adult","Hypertensive Crisis","Normal","Very High","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Adult","Hypertensive Crisis","Overweight","Very High","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Hypertensive Crisis","Underweight","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.03"
"Other","No","Adult","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.02"
"Other","No","Adult","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.06"
"Other","No","Adult","Stage 1 Hypertension","Normal","Very High","0","0.00","0.01"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.02"
"Other","No","Adult","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.01"
"Other","No","Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.03"
"Other","No","Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.02"
"Other","No","Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.01"
"Other","No","Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.03"
"Other","No","Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.01"
"Other","No","Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.01"
"Other","No","Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.03"
"Other","No","Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Normal","At-Risk","0","0.00","0.04"
"Other","No","Middle Age Adult","Elevated","Normal","Dangerous","0","0.00","0.02"
"Other","No","Middle Age Adult","Elevated","Normal","Heart-Healthy","0","0.00","0.06"
"Other","No","Middle Age Adult","Elevated","Normal","Very High","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Obese Class 1","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Overweight","At-Risk","0","0.00","0.02"
"Other","No","Middle Age Adult","Elevated","Overweight","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Overweight","Heart-Healthy","0","0.00","0.04"
"Other","No","Middle Age Adult","Elevated","Overweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Elevated","Underweight","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Underweight","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Elevated","Underweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Healthy","Normal","At-Risk","0","0.00","0.08"
"Other","No","Middle Age Adult","Healthy","Normal","Dangerous","0","0.00","0.04"
"Other","No","Middle Age Adult","Healthy","Normal","Heart-Healthy","0","0.00","0.14"
"Other","No","Middle Age Adult","Healthy","Normal","Very High","0","0.00","0.02"
"Other","No","Middle Age Adult","Healthy","Obese Class 1","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Healthy","Obese Class 1","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.02"
"Other","No","Middle Age Adult","Healthy","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Healthy","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Healthy","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Healthy","Overweight","At-Risk","0","0.00","0.05"
"Other","No","Middle Age Adult","Healthy","Overweight","Dangerous","0","0.00","0.03"
"Other","No","Middle Age Adult","Healthy","Overweight","Heart-Healthy","0","0.00","0.09"
"Other","No","Middle Age Adult","Healthy","Overweight","Very High","0","0.00","0.01"
"Other","No","Middle Age Adult","Healthy","Underweight","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Healthy","Underweight","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Healthy","Underweight","Heart-Healthy","0","0.00","0.02"
"Other","No","Middle Age Adult","Healthy","Underweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Hypertensive Crisis","Normal","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.02"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.04"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Normal","Very High","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.03"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.03"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.02"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Normal","At-Risk","0","0.00","0.02"
"Other","No","Young Adult","Elevated","Normal","Dangerous","0","0.00","0.01"
"Other","No","Young Adult","Elevated","Normal","Heart-Healthy","0","0.00","0.04"
"Other","No","Young Adult","Elevated","Normal","Very High","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 2","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 3","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Obese Class 3","Very High","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Overweight","At-Risk","0","0.00","0.01"
"Other","No","Young Adult","Elevated","Overweight","Dangerous","0","0.00","0.01"
"Other","No","Young Adult","Elevated","Overweight","Heart-Healthy","0","0.00","0.03"
"Other","No","Young Adult","Elevated","Overweight","Very High","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Underweight","At-Risk","0","0.00","0.01"
"Other","No","Young Adult","Elevated","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Elevated","Underweight","Heart-Healthy","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Normal","At-Risk","0","0.00","0.05"
"Other","No","Young Adult","Healthy","Normal","Dangerous","0","0.00","0.03"
"Other","No","Young Adult","Healthy","Normal","Heart-Healthy","0","0.00","0.08"
"Other","No","Young Adult","Healthy","Normal","Very High","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Obese Class 1","At-Risk","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Obese Class 1","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Obese Class 1","Very High","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Obese Class 3","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Obese Class 3","Very High","0","0.00","0.00"
"Other","No","Young Adult","Healthy","Overweight","At-Risk","0","0.00","0.03"
"Other","No","Young Adult","Healthy","Overweight","Dangerous","0","0.00","0.02"
"Other","No","Young Adult","Healthy","Overweight","Heart-Healthy","0","0.00","0.05"
"Other","No","Young Adult","Healthy","Overweight","Very High","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Underweight","At-Risk","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Underweight","Dangerous","0","0.00","0.01"
"Other","No","Young Adult","Healthy","Underweight","Heart-Healthy","0","0.00","0.02"
"Other","No","Young Adult","Healthy","Underweight","Very High","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Normal","Very High","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Obese Class 2","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Obese Class 2","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Overweight","Very High","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Other","No","Young Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.00"
"Other","No","Young Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.01"
